mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
130.97387766838074,0.0,75.8338315486908,0.0,1,scale,rbf,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.9815019859284041,0.9815019859284041,0.0,5,0.9814705302754911,0.9814705302754911,0.0,5,0.9814776496217036,0.9814776496217036,0.0,5
122.05919170379639,0.0,72.37174272537231,0.0,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9752215067965538,0.9752215067965538,0.0,6,0.9751517721780256,0.9751517721780256,0.0,6,0.9751662096161485,0.9751662096161485,0.0,6
188.55971360206604,0.0,114.93589949607849,0.0,1,0.001,rbf,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.9349645107652831,0.9349645107652831,0.0,9,0.9348031162269491,0.9348031162269491,0.0,9,0.9347550344081883,0.9347550344081883,0.0,9
110.19561815261841,0.0,66.63915753364563,0.0,10,scale,rbf,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.9849512945722555,0.9849512945722555,0.0,1,0.9848518013714264,0.9848518013714264,0.0,1,0.9848925433392637,0.9848925433392637,0.0,1
71.19962120056152,0.0,57.62645983695984,0.0,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9828906757618832,0.9828906757618832,0.0,4,0.9827365948193554,0.9827365948193554,0.0,4,0.98280059780407,0.98280059780407,0.0,4
99.00838708877563,0.0,77.95215392112732,0.0,10,0.001,rbf,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.9561090338319851,0.9561090338319851,0.0,8,0.9559612675282951,0.9559612675282951,0.0,8,0.9559593234396321,0.9559593234396321,0.0,8
104.5407326221466,0.0,70.58030366897583,0.0,100,scale,rbf,"{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.9848665981900645,0.9848665981900645,0.0,2,0.9847719929117297,0.9847719929117297,0.0,2,0.9848098397576764,0.9848098397576764,0.0,2
78.90701651573181,0.0,57.52881741523743,0.0,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.983003142513821,0.983003142513821,0.0,3,0.9829268754848229,0.9829268754848229,0.0,3,0.9829549683987715,0.9829549683987715,0.0,3
77.06846117973328,0.0,48.66867518424988,0.0,100,0.001,rbf,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.9720245686360128,0.9720245686360128,0.0,7,0.9719596162981068,0.9719596162981068,0.0,7,0.9719706142321758,0.9719706142321758,0.0,7
